1;0
11;39
21;94
31;154
41;223
51;293
61;363
71;440
81;520
91;600
101;680
111;760
121;840
131;923
141;1013
151;1103
161;1193
171;1283
181;1373
191;1463
201;1553
211;1643
221;1733
231;1823
241;1913
251;2003
261;2098
271;2198
281;2298
291;2398
301;2498
311;2598
321;2698
331;2798
341;2898
351;2998
361;3098
371;3198
381;3298
391;3398
401;3498
411;3598
421;3698
431;3798
441;3898
451;3998
461;4098
471;4198
481;4298
491;4398
501;4498
511;4598
521;4707
531;4817
541;4927
551;5037
561;5147
571;5257
581;5367
591;5477
601;5587
611;5697
621;5807
631;5917
641;6027
651;6137
661;6247
671;6357
681;6467
691;6577
701;6687
711;6797
721;6907
731;7017
741;7127
751;7237
761;7347
771;7457
781;7567
791;7677
801;7787
811;7897
821;8007
831;8117
841;8227
851;8337
861;8447
871;8557
881;8667
891;8777
901;8887
911;8997
921;9107
931;9217
941;9327
951;9437
961;9547
971;9657
981;9767
991;9877
1001;9987
1011;10097
1021;10207
1031;10324
1041;10444
1051;10564
1061;10684
1071;10804
1081;10924
1091;11044
1101;11164
1111;11284
1121;11404
1131;11524
1141;11644
1151;11764
1161;11884
1171;12004
1181;12124
1191;12244
1201;12364
1211;12484
1221;12604
1231;12724
1241;12844
1251;12964
1261;13084
1271;13204
1281;13324
1291;13444
1301;13564
1311;13684
1321;13804
1331;13924
1341;14044
1351;14164
1361;14284
1371;14404
1381;14524
1391;14644
1401;14764
1411;14884
1421;15004
1431;15124
1441;15244
1451;15364
1461;15484
1471;15604
1481;15724
1491;15844
1501;15964
1511;16084
1521;16204
1531;16324
1541;16444
1551;16564
1561;16684
1571;16804
1581;16924
1591;17044
1601;17164
1611;17284
1621;17404
1631;17524
1641;17644
1651;17764
1661;17884
1671;18004
1681;18124
1691;18244
1701;18364
1711;18484
1721;18604
1731;18724
1741;18844
1751;18964
1761;19084
1771;19204
1781;19324
1791;19444
1801;19564
1811;19684
1821;19804
1831;19924
1841;20044
1851;20164
1861;20284
1871;20404
1881;20524
1891;20644
1901;20764
1911;20884
1921;21004
1931;21124
1941;21244
1951;21364
1961;21484
1971;21604
1981;21724
1991;21844
2001;21964
2011;22084
2021;22204
2031;22324
2041;22444
2051;22567
2061;22697
2071;22827
2081;22957
2091;23087
2101;23217
2111;23347
2121;23477
2131;23607
2141;23737
2151;23867
2161;23997
2171;24127
2181;24257
2191;24387
2201;24517
2211;24647
2221;24777
2231;24907
2241;25037
2251;25167
2261;25297
2271;25427
2281;25557
2291;25687
2301;25817
2311;25947
2321;26077
2331;26207
2341;26337
2351;26467
2361;26597
2371;26727
2381;26857
2391;26987
2401;27117
2411;27247
2421;27377
2431;27507
2441;27637
2451;27767
2461;27897
2471;28027
2481;28157
2491;28287
2501;28417
2511;28547
2521;28677
2531;28807
2541;28937
2551;29067
2561;29197
2571;29327
2581;29457
2591;29587
2601;29717
2611;29847
2621;29977
2631;30107
2641;30237
2651;30367
2661;30497
2671;30627
2681;30757
2691;30887
2701;31017
2711;31147
2721;31277
2731;31407
2741;31537
2751;31667
2761;31797
2771;31927
2781;32057
2791;32187
2801;32317
2811;32447
2821;32577
2831;32707
2841;32837
2851;32967
2861;33097
2871;33227
2881;33357
2891;33487
2901;33617
2911;33747
2921;33877
2931;34007
2941;34137
2951;34267
2961;34397
2971;34527
2981;34657
2991;34787
10;34
15;59
22;100
33;167
49;279
73;456
109;744
163;1211
244;1940
366;3148
549;5015
823;8029
1234;12760
1851;20164
2776;31992
4164;50104
6246;79252
9369;124151
